Image,AnimalID,Slide,Object ID,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Num points,Length µm
Aco_ear_990342-2_25.tif - Aco_ear_990342-2_25.tif #1,990342-2,25,87f21757-ff46-474e-939f-1257e01e6671,Cartilage Length,Cartilage Length,Image,Polyline,409502.1,811880.2,,34000.1
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,c93dca11-0ac0-4c80-a195-3e35e0ca2d8c,Adipocytes,Adipocytes,Image,Points,320496.8,692547.2,46,
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,d70f68d3-4029-46a7-abc7-dae91d856428,Regenerated Length,Regenerated Length,Image,Polyline,295459.2,709415.6,,825313.7
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,2bfb18b9-6afb-46fa-a2cf-6d9325a682cf,Cartilage Length,Cartilage Length,Image,Polyline,313122.4,485664.7,,107349.6
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,de682f7d-009d-484a-b718-11443086e469,Cartilage Length,Cartilage Length,Image,Polyline,341705.6,857303.6,,161477.3
Aco_ear_990342-2_31.tif - Aco_ear_990342-2_31.tif #1,990342-2,31,ce4adb8b-7875-4532-8fdd-dd14002512eb,Cartilage Length,Cartilage Length,Image,Polyline,348058.1,1028203.6,,153840.1
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,65dc1ffa-4574-4958-b10d-c1342bdd1ff7,Adipocytes,Adipocytes,Image,Points,328713.9,667593,43,
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,0e79859e-23c2-4fde-b818-acc0820b5aa2,Regenerated Length,Regenerated Length,Image,Polyline,317949.6,507677,,318095.4
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,83376e4e-1dd3-4d23-8b0c-9c2397ceed74,Regenerated Length,Regenerated Length,Image,Polyline,338453.7,886811.9,,413907.6
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,98974788-c743-4d63-9bc7-a4ec2f80704f,Cartilage Length,Cartilage Length,Image,Polyline,287888.7,409446,,88275.4
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,287872d8-b123-47ea-a2f2-27ac959814b7,Cartilage Length,Cartilage Length,Image,Polyline,373195.8,813558.5,,22858.8
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,0f50238a-5312-482c-a99b-4121a42d6310,Cartilage Length,Cartilage Length,Image,Polyline,359661,869488.4,,37673.5
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,5d8faa50-f810-48ef-ac30-5173fccaf277,Cartilage Length,Cartilage Length,Image,Polyline,348095,957532.1,,49812.2
Aco_ear_990342-2_37.tif - Aco_ear_990342-2_37.tif #1,990342-2,37,5309d052-63e1-4cf8-8b54-e3ae61cc4236,Cartilage Length,Cartilage Length,Image,Polyline,363017.9,1060843.9,,45277.9
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,44b5c4d3-ef50-4b52-8b76-2ef5cf24312e,Adipocytes,Adipocytes,Image,Points,341057.1,755725.4,6,
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,bf753e67-2890-4840-8182-d340ba462aca,Regenerated Length,Regenerated Length,Image,Polyline,407513.6,450251.4,,251066.2
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,47ccfb06-8286-4947-8b3e-f6f6511b8dd7,Regenerated Length,Regenerated Length,Image,Polyline,318999.7,858636.4,,375868
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,0d48dda8-e22c-49d2-ba23-e138accc55f9,Cartilage Length,Cartilage Length,Image,Polyline,399062.1,385602.4,,17037.1
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,d89d0ca2-b156-4e96-a65d-17b41367ec13,Cartilage Length,Cartilage Length,Image,Polyline,336532.4,864887.5,,50067.1
Aco_ear_990342-2_40.tif - Aco_ear_990342-2_40.tif #1,990342-2,40,efa6032a-f8ba-4d11-9abe-b4983698a67e,Cartilage Length,Cartilage Length,Image,Polyline,272541.3,1010298.9,,55565.1
Aco_ear_941702-1_9.tif,941702-1,9,77620ec0-b63c-41b8-b981-8d9886722c6f,Regenerated Length,Regenerated Length,Image,Polyline,386915.4,451676.2,,740313
Aco_ear_941702-1_9.tif,941702-1,9,591afc98-9e34-4569-9bc4-1659fbab37e7,Cartilage Length,Cartilage Length,Image,Polyline,250375.3,264118.6,,255733.2
Aco_ear_941702-1_9.tif,941702-1,9,2ce8cfd6-2082-4a81-b521-5b4ddf5a4513,Cartilage Length,Cartilage Length,Image,Polyline,407777,457629.4,,107806.5
Aco_ear_941702-1_9.tif,941702-1,9,58b47012-3021-447d-97c7-ba75da80a218,Cartilage Length,Cartilage Length,Image,Polyline,531624,580402.8,,111310.5
Aco_ear_941702-1_9.tif,941702-1,9,a370ee1f-4133-4a6c-8389-b7bb43637c84,Cartilage Length,Cartilage Length,Image,Polyline,616626.6,678979.2,,99873.9
Aco_ear_941702-1_9.tif,941702-1,9,eb02372f-425d-4f50-8775-f191c2492def,Adipocytes,Adipocytes,Image,Points,371933.2,453749,53,
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,663454ae-1fd6-4965-a67c-5f8498dc9200,Cartilage Length,Cartilage Length,Image,Polyline,377433.1,1042235.3,,25816.6
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,3001b60b-fe59-4be7-b197-4f4ce6c7ae8e,Cartilage Length,Cartilage Length,Image,Polyline,283568.4,175140.4,,35613.1
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,1a5f11c5-54d8-4662-88be-c7fe46969da0,Cartilage Length,Cartilage Length,Image,Polyline,291709.4,241312.9,,48922.9
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,b907a805-93a7-4690-8d8f-e470d1d0a054,Cartilage Length,Cartilage Length,Image,Polyline,290240.5,389166.7,,25715.7
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,1508dd36-0c2c-4f73-a352-2dd531509122,Cartilage Length,Cartilage Length,Image,Polyline,296131.3,326684.9,,80851.2
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,4a29ed40-c41f-46c6-8a0c-28531a5f6375,Cartilage Length,Cartilage Length,Image,Polyline,287629.6,443630.7,,64538.1
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,d878f97a-6746-4cca-9d2d-e890d6312750,Cartilage Length,Cartilage Length,Image,Polyline,300344.8,583270.2,,157117.8
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,b7de0326-ddf4-4c62-86c6-a2f7e7306ae4,Regenerated Length,Regenerated Length,Image,Polyline,284512.5,482567.3,,656375.2
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,f777a215-bad7-46bb-abd4-b71b84aefcfe,Cartilage Length,Cartilage Length,Image,Polyline,333390.9,761098.2,,86928.1
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,dd58d620-9ae2-4dca-a16e-4119b81dad46,Regenerated Length,Regenerated Length,Image,Polyline,364635.8,995723.6,,119204.2
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,37771655-8c54-4dc1-881f-9f04741fab45,Cartilage Length,Cartilage Length,Image,Polyline,369570.5,963819.8,,58915.8
Aco_ear_941702-1_18.tif - Aco_ear_941702-1_18.tif #1,941702-1,18,9091fbd3-daba-4e1a-9131-a876f9c76f40,Adipocytes,Adipocytes,Image,Points,329129,723618,50,
Aco_ear_941702-1_27.tif - Aco_ear_941702-1_27.tif #1,941702-1,27,821e1bf3-0227-4bdd-a747-3f69d27784fa,Regenerated Length,Regenerated Length,Image,Polyline,335618.7,938901.6,,539087.1
Aco_ear_941702-1_27.tif - Aco_ear_941702-1_27.tif #1,941702-1,27,f493684f-2d73-46d7-a0eb-a28de721c9e7,Cartilage Length,Cartilage Length,Image,Polyline,426426.3,894215.8,,62140.6
Aco_ear_941702-1_27.tif - Aco_ear_941702-1_27.tif #1,941702-1,27,f9ec71c5-b139-4537-8c4d-13d7314c5b91,Cartilage Length,Cartilage Length,Image,Polyline,445212.1,969676.8,,45037.3
Aco_ear_941702-1_27.tif - Aco_ear_941702-1_27.tif #1,941702-1,27,fefcbf3e-d522-42e2-8e45-d09c2dcdbf55,Cartilage Length,Cartilage Length,Image,Polyline,339068.3,817195.5,,111738.2
Aco_ear_941702-1_27.tif - Aco_ear_941702-1_27.tif #1,941702-1,27,49f0a186-188c-4259-bfdd-cdadce73891c,Adipocytes,Adipocytes,Image,Points,396601,865769.3,10,
Aco_ear_941702-1_24.tif - Aco_ear_941702-1_24.tif #1,941702-1,24,15e4f824-de0b-459b-8bdd-2546843bce36,Regenerated Length,Regenerated Length,Image,Polyline,327784.1,873431.2,,841167.8
Aco_ear_941702-1_24.tif - Aco_ear_941702-1_24.tif #1,941702-1,24,28060c02-657c-4d3f-9b09-4560863e1f1a,Cartilage Length,Cartilage Length,Image,Polyline,230152.9,575564.2,,197758.1
Aco_ear_941702-1_24.tif - Aco_ear_941702-1_24.tif #1,941702-1,24,ee2e2c6d-a7a6-4adf-a44c-4cef4ab6c8a1,Cartilage Length,Cartilage Length,Image,Polyline,295913.7,690230.5,,29233.4
Aco_ear_941702-1_24.tif - Aco_ear_941702-1_24.tif #1,941702-1,24,fd59104e-ff6d-45e0-ae93-c479cc0a6ef9,Cartilage Length,Cartilage Length,Image,Polyline,331896.3,797509.9,,47340.6
Aco_ear_941702-1_24.tif - Aco_ear_941702-1_24.tif #1,941702-1,24,cad1645a-de78-4614-95e0-fd0f9d723bc6,Cartilage Length,Cartilage Length,Image,Polyline,455951.8,1159350.4,,12454.6
Aco_ear_941702-1_24.tif - Aco_ear_941702-1_24.tif #1,941702-1,24,42c4299c-1367-4185-93bc-a9b5aeb2d75c,Cartilage Length,Cartilage Length,Image,Polyline,443137.5,1132645.7,,12641.1
Aco_ear_941702-1_24.tif - Aco_ear_941702-1_24.tif #1,941702-1,24,32d59174-6867-4fb5-b51f-3e102a9c0af4,Adipocytes,Adipocytes,Image,Points,262950.8,666376,23,
Aco_ear_941702-1_12.tif - Aco_ear_941702-1_12.tif #1,941702-1,12,989dee32-1e30-440d-b752-c0e4e5bb7634,Regenerated Length,Regenerated Length,Image,Polyline,415443.4,794791.2,,186293
Aco_ear_941702-1_12.tif - Aco_ear_941702-1_12.tif #1,941702-1,12,766ab2f3-144c-4872-966e-916d0a444c22,Cartilage Length,Cartilage Length,Image,Polyline,194686.9,264288.6,,135429.7
Aco_ear_941702-1_12.tif - Aco_ear_941702-1_12.tif #1,941702-1,12,1a7c4896-bbe0-41d6-b6f5-636650e25e02,Regenerated Length,Regenerated Length,Image,Polyline,236288.3,458015.4,,543674.5
Aco_ear_941702-1_12.tif - Aco_ear_941702-1_12.tif #1,941702-1,12,df53c564-490c-41b1-b466-f2ef9184033e,Cartilage Length,Cartilage Length,Image,Polyline,254926.2,439843.9,,125340.8
Aco_ear_941702-1_12.tif - Aco_ear_941702-1_12.tif #1,941702-1,12,2f757f8e-df16-439c-93d5-874ce99b76c0,Cartilage Length,Cartilage Length,Image,Polyline,316931.2,557679.5,,63858.1
Aco_ear_941702-1_12.tif - Aco_ear_941702-1_12.tif #1,941702-1,12,af7ac95c-bfcd-4be9-8384-1e9635ed02a1,Cartilage Length,Cartilage Length,Image,Polyline,337320.2,650930.6,,59881.2
Aco_ear_941702-1_12.tif - Aco_ear_941702-1_12.tif #1,941702-1,12,d14af1be-762a-4726-a36a-1937cbb0985c,Cartilage Length,Cartilage Length,Image,Polyline,407801.9,734174.5,,22429.1
Aco_ear_941702-1_12.tif - Aco_ear_941702-1_12.tif #1,941702-1,12,b3a8971b-30fd-4d0d-865f-b729c30cdafb,Cartilage Length,Cartilage Length,Image,Polyline,449348.8,822822.5,,97661.7
Aco_ear_941702-1_12.tif - Aco_ear_941702-1_12.tif #1,941702-1,12,b8623bd1-b6af-44fe-81e3-d51a72347fd2,Adipocytes,Adipocytes,Image,Points,280993.1,513176.2,121,
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,b8c73213-b01e-4ae0-bd56-c76c5807ea56,Regenerated Length,Regenerated Length,Image,Polyline,270365.4,632008.1,,885389.1
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,09f80be6-33ae-4e8f-ac8a-613bf39afd14,Cartilage Length,Cartilage Length,Image,Polyline,178055.9,295100.8,,68807.4
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,af58474c-dd86-49c9-b6bb-3dc813805237,Cartilage Length,Cartilage Length,Image,Polyline,214618.2,379889.7,,40613.4
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,bb3f8566-05f9-4e1c-9226-dfaaf1c9006d,Cartilage Length,Cartilage Length,Image,Polyline,239236.7,435051.7,,43926.8
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,dd8ed017-6dbc-4479-89dc-701bf13d067c,Cartilage Length,Cartilage Length,Image,Polyline,249203.9,470759.6,,17528.5
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,1e4ecad5-3602-4de8-baf4-3039a69d364f,Cartilage Length,Cartilage Length,Image,Polyline,266346.8,501149.1,,19349.4
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,ba53b092-cda9-491f-84a3-7ead156813e5,Cartilage Length,Cartilage Length,Image,Polyline,348497.2,854590.2,,65387.6
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,151191f1-5165-4fe8-83f6-a6cd6004d2af,Cartilage Length,Cartilage Length,Image,Polyline,406187.8,1012517.4,,66136.7
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,0b385426-9e27-4a63-be96-4c3d28c6a695,Cartilage Length,Cartilage Length,Image,Polyline,294755.6,660078.2,,291690.3
Aco_ear_941702-1_21.tif - Aco_ear_941702-1_21.tif #1,941702-1,21,c73c86ea-5c48-4838-b5a2-f8d511a22d38,Adipocytes,Adipocytes,Image,Points,352524.6,845789.3,50,
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,a61c8d95-34d4-46b9-9ee3-5cbdb0bcf928,Regenerated Length,Regenerated Length,Image,Polyline,174224.1,84337.1,,197705.6
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,e45ec083-a685-4d5f-aa2f-2fd5164af87d,Regenerated Length,Regenerated Length,Image,Polyline,432290.4,427992.3,,657443.6
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,9108964c-f031-4cde-b408-d386bcc231fb,Cartilage Length,Cartilage Length,Image,Polyline,602147.1,644486.6,,104683.7
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,6e990332-ed9d-4b26-b082-327bb0444a6e,Cartilage Length,Cartilage Length,Image,Polyline,541950.6,547476,,36454.5
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,55a40456-d06c-47f9-a418-0cf40c1428d5,Cartilage Length,Cartilage Length,Image,Polyline,476095.9,470639,,82990.2
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,3f766ff6-fe5b-46f4-bcdf-fa38b676bbfd,Cartilage Length,Cartilage Length,Image,Polyline,378590.3,309240.5,,208057.4
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,2d17f1d3-190e-4c25-8a32-be7c566a9ff4,Cartilage Length,Cartilage Length,Image,Polyline,277799.1,183298.1,,63825.7
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,0bbb9ae3-5056-4a2b-97df-537675709408,Cartilage Length,Cartilage Length,Image,Polyline,173904.2,59560.8,,140011.4
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,1cf74170-5c7f-49ee-ba07-04c053064ffb,Cartilage Length,Cartilage Length,Image,Polyline,230757.4,125960.8,,25653.3
Aco_ear_941702-1_15.tif - Aco_ear_941702-1_15.tif #1,941702-1,15,d15f62ca-888d-44c6-8369-286d08cc9e93,Adipocytes,Adipocytes,Image,Points,441556.6,400877.3,62,
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,5875a64b-3003-465e-85fc-44ce19bcbd9a,Regenerated Length,Regenerated Length,Image,Polyline,695710.2,401049.3,,907502.7
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,bb76c3df-cdde-43b9-abf2-2f69670a30e0,Cartilage Length,Cartilage Length,Image,Polyline,391637.9,376215.9,,27509.2
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,de36619f-96aa-4c58-957c-37aeab9afd1e,Cartilage Length,Cartilage Length,Image,Polyline,679567.1,402376,,333594.8
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,2e7374c7-d958-4fe2-8d27-91727cf19fbc,Cartilage Length,Cartilage Length,Image,Polyline,1104465,370573.7,,52486.9
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,07b5c455-e4c5-42fe-9194-9dee8c827882,Cartilage Length,Cartilage Length,Image,Polyline,931636.2,419162.7,,76534.4
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,11c6336a-aaea-4ec1-822f-89bf66180fd9,Cartilage Length,Cartilage Length,Image,Polyline,286942.3,349726.2,,46972
Aco_ear_922587-2_1.tif - Aco_ear_922587-2_1.tif #1,922587-2,1,cd9cdd6e-db78-4f10-b33e-42ee994591e6,Adipocytes,Adipocytes,Image,Points,722011.7,416309,261,
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,f8e565b1-7c11-4906-a7dd-93cf8356386b,Regenerated Length,Regenerated Length,Image,Polyline,682662.5,490118.3,,981285.9
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,bba643d9-decc-4f9a-9f5a-f94123ea18b6,Cartilage Length,Cartilage Length,Image,Polyline,539327.6,578705.7,,322853.8
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,74e44b64-eff4-4058-b561-6cffe2dfc377,Cartilage Length,Cartilage Length,Image,Polyline,721944.4,555106.1,,31592.3
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,3355fded-2105-4e81-a461-52647fd71fa5,Cartilage Length,Cartilage Length,Image,Polyline,797245.8,488514.8,,35200.9
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,2c6ae475-97e1-4a8f-932f-2a8975efd823,Cartilage Length,Cartilage Length,Image,Polyline,857850.8,437595.5,,32177.5
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,ecad2016-0235-4f33-a4f8-37ceff7be2a0,Cartilage Length,Cartilage Length,Image,Polyline,894103.1,418500.7,,20723.7
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,b283edf3-88b2-4c82-adb2-59b48813fd79,Cartilage Length,Cartilage Length,Image,Polyline,963563.7,368965.2,,13329.3
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,e8f65b16-6e56-436d-854f-5eaa9be4914d,Cartilage Length,Cartilage Length,Image,Polyline,1063099.7,288838.1,,76583.1
Aco_ear_922587-2_4.tif - Aco_ear_922587-2_4.tif #1,922587-2,4,e7a41f97-aac6-495a-b393-cd3fe97c0861,PathAnnotationObject,,Image,Points,721327,505762.6,116,
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,70b4416e-8737-454e-a229-12e30a0481aa,Regenerated Length,Regenerated Length,Image,Polyline,859233.7,300476.4,,1112626.1
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,25279319-3675-4566-a950-a0e8adcbf8c0,Cartilage Length,Cartilage Length,Image,Polyline,348679.8,369227.8,,71623.4
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,1583b372-04d2-482c-8e12-efff357a31d2,Cartilage Length,Cartilage Length,Image,Polyline,520149.5,357446.4,,217184.8
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,436a9564-020d-4015-88d9-7b245b887d2b,Cartilage Length,Cartilage Length,Image,Polyline,702532.4,337322.9,,118334.2
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,dc5ac5a1-7536-4911-9a1b-76ad444a0c3e,Cartilage Length,Cartilage Length,Image,Polyline,884872.5,296927.6,,183581.8
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,8f1b022e-b0c6-4cb6-b285-cbbf7b643f70,Cartilage Length,Cartilage Length,Image,Polyline,1129184.4,249118.3,,280794.9
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,f2c95e92-c32a-415d-b390-071c1efbbc47,Cartilage Length,Cartilage Length,Image,Polyline,1355074.8,236871.9,,87857.4
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,607eaac7-48ec-41a3-a0ec-16e6e93eaf43,PathAnnotationObject,,Image,Points,,,0,
Aco_ear_922587-2_7.tif - Aco_ear_922587-2_7.tif #1,922587-2,7,cefa2147-4222-437c-a513-9bac17bc7b25,Adipocytes,Adipocytes,Image,Points,918347,305522.7,61,
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,6deb8c93-c3e0-4a26-b367-3191e3c84f1e,Regenerated Length,Regenerated Length,Image,Polyline,877566.7,239510.7,,1082401.5
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,97ebc1ce-04d3-46e6-af86-4f2a8f680ab6,Cartilage Length,Cartilage Length,Image,Polyline,455912.1,347059.2,,208706.6
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,119edf08-73ad-4608-8844-8858dc46fb6d,Cartilage Length,Cartilage Length,Image,Polyline,609557.8,317405.4,,23408.2
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,2795e360-5632-481e-bd6d-9847c493b174,Cartilage Length,Cartilage Length,Image,Polyline,681402.3,292731.6,,93894.8
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,9b6d2cef-298b-4688-a716-672508913a56,Cartilage Length,Cartilage Length,Image,Polyline,904823.5,193068.6,,156400.2
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,72a996e6-f358-4ca8-8d92-22dc294e09cd,Cartilage Length,Cartilage Length,Image,Polyline,1010240.3,161662.4,,27364.7
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,f698c1c1-c79b-4c3c-a1c8-fb1e052d9ff1,Cartilage Length,Cartilage Length,Image,Polyline,1126414.5,146082.8,,182135.4
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,b3f7a7f5-679b-4c5b-8d9c-e2be2f23fa3e,Cartilage Length,Cartilage Length,Image,Polyline,1276165.1,136705.8,,42500.2
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,6ed661b4-77f7-4196-af07-77daa5c5ec0c,Cartilage Length,Cartilage Length,Image,Polyline,1349702.8,180247.9,,67934.1
Aco_ear_922587-2_10.tof.tif - Aco_ear_922587-2_10.tof.tif #1,922587-2,10,e09155a4-4f20-4d28-a56a-2a031e3a6232,Adipocytes,Adipocytes,Image,Points,917676,195296,59,
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,1690b3cd-882c-44d3-9948-e51e2d81263a,Regenerated Length,Regenerated Length,Image,Polyline,828559.9,258470.7,,1017580.3
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,ead14d6c-a19e-4ef2-8047-d4986e2dd897,Cartilage Length,Cartilage Length,Image,Polyline,357555.8,277478.5,,60203.2
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,6130d626-d3f5-41b9-998d-d9c7a15373f6,Cartilage Length,Cartilage Length,Image,Polyline,509817.1,293679.5,,171939.3
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,257994e9-ef4f-49bd-913a-648939d52e73,Cartilage Length,Cartilage Length,Image,Polyline,638112.7,309573.4,,15571
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,a492b8e6-48af-4a13-932a-9b2f6e832ebd,Cartilage Length,Cartilage Length,Image,Polyline,1146700.4,208104.2,,103471.1
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,1c360d6a-6fe3-421f-b22b-52312d4f267d,PathAnnotationObject,,Image,Points,,,0,
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,513b64ff-ce6f-4d66-9d45-767651870926,PathAnnotationObject,,Image,Points,1041135,90858.7,1,
Aco_ear_922587-2_13.tif - Aco_ear_922587-2_13.tif #1,922587-2,13,1f0eb8d3-de8b-4f1d-b328-78c083d044d4,Adipocytes,Adipocytes,Image,Points,722081,258293.3,18,
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,82ee954d-10ef-4380-8d1a-1e4b63e1cd9f,Regenerated Length,Regenerated Length,Image,Polyline,290294.6,596554.4,,349649.2
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,2fa84a9c-3e9e-4fba-bb2b-b158f95102dd,Regenerated Length,Regenerated Length,Image,Polyline,576762.3,380564,,347235.6
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,06ec00f5-ec49-431a-b676-93553109e3bf,Cartilage Length,Cartilage Length,Image,Polyline,185144.4,635472.5,,99446.2
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,6b77ebfb-d88c-473c-9943-8a04a650b536,Cartilage Length,Cartilage Length,Image,Polyline,612285.8,360649.9,,37863.2
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,1c2a31dc-4861-4fd9-8696-a6bd7dd8f642,Cartilage Length,Cartilage Length,Image,Polyline,682300,344907,,62096
Aco_ear_922587-2_16.tif - Aco_ear_922587-2_16.tif #1,922587-2,16,b0751d4b-0e15-4e53-b00a-14b1208d23ad,Adipocytes,Adipocytes,Image,Points,512934.7,427290.8,6,
Aco_ear_922587-2_19.tif - Aco_ear_922587-2_19.tif #1,922587-2,19,13b614a5-6782-412a-8f6b-19609007e047,Regenerated Length,Regenerated Length,Image,Polyline,575818.7,424855.9,,149381.9
